203835092;0;0;1;S3xsN5qcSgeU0zJFL4mz3Q==;38362;19589760;PR
203835092;0;0;1;EESl05WNTQaXX6tRsqm05Q==;14813;19589760;PR
203835092;0;0;1;xnqX9A1USFODeyHIeJo7zg==;25185;19588320;PR
203835092;0;0;1;HzoHQOp8QleeHT4hluXfJA==;34846;19588320;PR
203835092;0;0;1;bzl5BvylSmSG0QjL7g9X7A==;16347;19588320;PR
203835092;0;0;1;OEI/gMPDTGi0zDysoOmmYg==;86147;19588320;PR
203835092;0;0;1;Magu/cuOStqsQfB8w8Y4Iw==;37643;19588320;PR
203835092;0;0;1;+CKP7camSd6NvhBHnjINZg==;86239;19588320;PR
203835092;0;0;1;gpPpx3DPT+miYRwsIUr4sA==;86350;19588320;PR
203835092;0;0;1;6BlU04YJRQGIA9JfFn50wA==;25156;19588320;PR
203835092;0;0;1;lMnY8tnyTQOWVgJtPYVkiQ==;85639;19588320;PR
203835092;0;0;1;RMTSjJq/RwSDTzOpGf0JOA==;36159;19588320;PR
203835092;0;0;1;zrYUqP03SwmRZm+qE3aMUQ==;38411;19588320;PR
203835092;0;0;1;XY+VSVFjSBCoBypdPIPRyg==;38712;19588320;PR
203835092;0;0;1;2x2JixhgRiiVBFZfBVj6LQ==;38364;19588320;PR
203835092;0;0;1;r/tpfogWTymEpODvl0w74w==;14376;19588320;PR
203835092;0;0;1;z4+SqpcKTCy5BY6FXAVilA==;86355;19588320;PR
203835092;0;0;1;S2qtCwQcTDGegnHKd7D1Xg==;85475;19588320;PR
203835092;0;0;1;GWxFvEg9RzeTMGRvmM+egg==;85686;19588320;PR
203835092;0;0;1;8iIHAw6gTXK29vZr0A335A==;62532;19588320;PR
203835092;0;0;1;2VVvM14ISnq1c4U6DYf00w==;64754;19588320;PR
203835092;0;0;1;nWAZF2qBSoif5lJ0PXdtZg==;30718;19588320;PR
203835092;0;0;1;w3C+eNr/RZG5BfPFOSqaAA==;25703;19588320;PR
203835092;0;0;1;DwOvwfnjTZWKMW0J+KibpA==;29934;19588320;PR
203835092;0;0;1;PBSi+ntmSpyp1uxQwWjHoA==;25137;19588320;PR
203835092;0;0;1;7TZcbKYdS52Djc70GNnOZw==;11603;19588320;PR
203835092;0;0;1;/+CxCjtdSKiGyvTK8QAeqg==;11483;19588320;PR
203835092;0;0;1;VPR5/jK6R66BLAYlm/aITA==;30427;19588320;PR
203835092;0;0;1;i9CxqvgQQK+hfygWs1RlDg==;30371;19588320;PR
203835092;0;0;1;oE2IsfbuSrmo0cmLOzybww==;25584;19588320;PR
203835092;0;0;1;oGMmw5dWT7yAKnq66Tw2jQ==;28659;19588320;PR
203835092;0;0;1;zYTW7x0sRMSwOLLBPtwnlg==;38494;19588320;PR
203835092;0;0;1;EtixwbcwQMmXH5ftiMxGLw==;86218;19588320;PR
203835092;0;0;1;kuu2NKufRcuE4Tunqk6Wxg==;11314;19588320;PR
203835092;0;0;1;XueotIS6Q82EzkAqYSiZXQ==;35347;19588320;PR
203835092;0;0;1;jovDMahiRUerGeymGHDpVA==;10188;19588320;PR
203835092;0;0;1;EEi+xrizRUqxGWO1H64rPA==;85707;19588320;PR
203835092;0;0;1;sgof4snQS0+R73Uv7Py64w==;38174;19586880;PR
203835092;0;0;1;2jB6iOG4R1mM5vZIBC5oBA==;38381;19586880;PR
203835092;0;0;1;zJmJlYKaSdK7nnyWsS+LoA==;86363;19586880;PR
203835092;0;0;1;mtenw+yEQ9W3AYGVbG/SIA==;14183;19586880;PR
203835092;0;0;1;eZimvvvaRtWlfHwoXDNy1w==;30371;19586880;PR
203835092;0;0;1;7DEbZp4lS9m9W/88aDivIA==;87949;19586880;PR
203835092;0;0;1;O/+i/PpzQdycj+5/vgc1bw==;86946;19586880;PR
203835092;0;0;1;Gx0AIcIHTuKX0NMK+kKe9Q==;86341;19586880;PR
203835092;0;0;1;CBDBjRAeQPS1Hqt2bdqz3Q==;30427;19586880;PR
203835092;0;0;1;DMcG8Bz6SPa0SIA5H7hxYQ==;35347;19586880;PR
203835092;0;0;1;aZf1a93sRgKYEwDY7A0UJQ==;30718;19586880;PR
203835092;0;0;1;iwMBlrwpQAW7T91eCFzWhg==;66897;19586880;PR
203835092;0;0;1;1KkbGGEHSBW/4RiR48XCrw==;34764;19586880;PR
203835092;0;0;1;SZvcjbm/TxmiB8q1W30Fbw==;85462;19586880;PR
203835092;0;0;1;XicVce7TRRurQeYLoMNDBA==;19334;19586880;PR
203835092;0;0;1;UdiY6+XZSDWTboSCrCNaEg==;34846;19586880;PR
203835092;0;0;1;gU7+Z1WtRzy2Ee1+9jwOXA==;38364;19586880;PR
203835092;0;0;1;sz1n0bzLSG6tdsNR+EZKSg==;38494;19586880;PR
203835092;0;0;1;7D1U/qDZS2+MPKQZw0eX+A==;86239;19586880;PR
203835092;0;0;1;WDa8teNPT3en0vRpD04Hww==;86675;19586880;PR
203835092;0;0;1;ptRxfxNBRHutEFM1I+4RhQ==;23669;19586880;PR
203835092;0;0;1;lSNaDmoaR4uNZVfMTW/m1w==;35740;19586880;PR
203835092;0;0;1;0ykdPwwxSIud1IZRd66KCA==;17539;19586880;PR
203835092;0;0;1;pZ2CRsVqSJCgELEOvENAcw==;17452;19586880;PR
203835092;0;0;1;cMhbRt7/SKWhR+u+v8O+Zw==;34856;19586880;PR
203835092;0;0;1;rwVbOS8wR8SmuYAQmuvDpg==;67261;19586880;PR
203835092;0;0;1;8MKJQxCoRMismwvdN8peNQ==;85707;19586880;PR
203835092;0;0;1;1h7LeSJ1QM2NOQxLCYRE/Q==;62532;19586880;PR
203835092;0;0;1;t5TJJ9trQdKQUhX5lWiCCw==;18657;19586880;PR
203835092;0;0;1;oneqa6fERD6+pgr5cYwYmQ==;87876;19585440;PR
203835092;0;0;1;s3MjCnilTcq5VbgKYSA6Hg==;10679;19585440;PR
203835092;0;0;1;EKwMj6QUSFy+INwHQ69G2g==;86136;19585440;PR
203835092;0;0;1;LH+snuwiQ9eS2o86YCz+Ig==;67261;19585440;PR
203835092;0;0;1;EMcp2XbLRN2nmI6wecuTrw==;22507;19585440;PR
203835092;0;0;1;pKcc0Xm9SuCJchmhWTmZBg==;15226;19585440;PR
203835092;0;0;1;4x9BsIOmTvqAAxd4w9XWQA==;39951;19585440;PR
203835092;0;0;1;l9Jruz79Qv6FSFQBJ1mC3Q==;30427;19585440;PR
203835092;0;0;1;gwkYpfTuTv+T0TZaX7OgWA==;10185;19585440;PR
